PSA_ID,Domain,Sub_Category,English,Kiswahili,Ekegusii,Source,Date,Metadata
AGRI_919,Agriculture,Crop Production,The Ministry provides education about crop resilience and proper use of water.,Wizara hiyo hutoa elimu kuhusu uwezo wa kustahimili mazao na matumizi yanayofaa ya maji.,Eminisituri nigo ekorwaogosemia igoro yogwekomereria ekero kieguragura na yogotumia amache buya.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.893; promoted_from=EKEGUSIICORPUS_4101
AGRI_920,Agriculture,Livestock,"Brief bulletin from Agriculture: vision on procedures of clean farming in Kenya (CSA) 2017-2027 ni:progressive agriculture that maneuvers weather patterns, and low carbon production that affects climate change, to ensure food security and supporting government plans nationally. The main context is to enable transformative agriculture, which adds to inhibitions and production of bad emissions. Main aim of thus is to build resiliency and reduce ga s emission from earth and livestock, reduce production costs and firtify food intake for better livelihoods.","Taarifa fupi kutoka Kilimo: maono juu ya taratibu za kilimo safi nchini Kenya (CSA) 2017-2027 ni:kilimo kinachoendelea ambacho kinaendesha mifumo ya hali ya hewa, na uzalishaji mdogo wa kaboni unaoathiri mabadiliko ya hali ya hewa, ili kuhakikisha usalama wa chakula na kusaidia mipango ya serikali kitaifa. Muktadha kuu ni kuwezesha kilimo cha mabadiliko, ambacho kinaongeza vizuizi na uzalishaji wa uzalishaji mbaya. Lengo kuu la hivyo ni kujenga uthabiti na kupunguza uzalishaji wa ga s kutoka kwa ardhi na mifugo, kupunguza gharama za uzalishaji na kuingiza ulaji wa chakula kwa maisha bora.","Eminisitruri yoremi na okogendereria etugo Amangana Ameng'e: Ekerenga kiamotwegia gia'Kenya ase ensemo yoboremi aboikeranu na buna ayio araikerwe (CSA) 2017 â€“ 2026 nigo: oboremi bokonyara korenereria ogoonchoreria kwerire, gokenia embeo eria egosaria rire na kogendera kwamia endagera ase okogenderera sbuna omoroberio okoenekia omoigoto bwendagera gokonya emeroberio yeserikari ya magenderero. Engencho yaye nokorora ng'a oboremi oboremi nerisa bigese ebitokiy, biangoyie ogwekomereria and gokeania embeo eria egosaria rire. Ekerenga ekene nkeria nkeria giokwoagacjha oboremereria na gokeyia embeo eria egosaria rire kor ase oboremi botabwenereti erio kwangoyia omoigoto nendagera eria ebwenerete ase ekoagacha omobere na gokinia ebitoki.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.407; promoted_from=EKEGUSIICORPUS_4102
AGRI_921,Agriculture,Sustainable Farming,The Ministry has scheduled irrigation plan in arid and seml arid regions.( ASAL),Wizara imepanga mpango wa umwagiliaji katika maeneo kame na seml. ( ASAL),Omoroberio bweminisituri igoro ogosiarera amche mogondo buna ekiorokererio ekiya aaria chingongo chinyomo (ASAL),Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.797; promoted_from=EKEGUSIICORPUS_4103
AGRI_922,Agriculture,Crop Production,"The Ministry has urged farmers to learn to harvest water, means of harvesting water.","Wizara imewataka wakulima kujifunza kuvuna maji, njia za kuvuna maji.",Eminisitury yoboremi nigo egosorora abaremi kwegera gotacha amache â€‘ enchera yogotacha amache.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.854; promoted_from=EKEGUSIICORPUS_4104
AGRI_923,Agriculture,Sustainable Farming,"Reduce soil erosion through proper cultivation methods, building garbions and terraces and proper drainage, and planting crops like sweet potatoes that persevere wet grounds.","Punguza mmomonyoko wa udongo kupitia njia sahihi za kilimo, kujenga garbions na matuta na mifereji ya maji sahihi, na kupanda mazao kama viazi vitamu ambavyo huvumilia ardhi yenye unyevunyevu.","Tanga obokong'u goetera okorema omogondo buya, gwata emetaro, na gochora ebimeri biria bikonyara koremereria amache amange buna amarabuoni .",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.814; promoted_from=EKEGUSIICORPUS_4105
AGRI_924,Agriculture,Crop Production,Mobile telephony is the leading platform in digital technology to transform agriculture. They pride as a tool ahead of others that were ever madevin technology uprising.,Simu ya mkononi ni jukwaa la kuongoza katika teknolojia ya digital kubadilisha kilimo. Wao kujisifu kama chombo mbele ya wengine ambao wamewahi kufanywa katika mapinduzi ya teknolojia.,Chisimi cha koboboko nigo chire igoro mono ase egechidichitari na tekinorochia ase okorenta oboonchoreria ase oboremi. Nigo bagwetogeria ogoonchoreria kwa bwango buna etanya koba rinde ase amatumisi a tekinorochia ebekireaiaga eng'e...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.829; promoted_from=EKEGUSIICORPUS_4106
AGRI_925,Agriculture,Agribusiness & Market Access,"Farmers in a family of more than 10,000 in Latin America soon they're going ahead in embracing digital solutions and leave behind barriers of market accessibility.","Wakulima katika familia yenye watu zaidi ya 10,000 katika Amerika ya Latini upesi wanaenda mbele katika kukubali masuluhisho ya kidijitali na kuacha vizuizi vya upatikanaji wa soko.","Abaremi abange begefamiria goetania 10,000 fense ya Latin America bwango iga mbabe bagoikera omoroberio bwegechidichitari erio kobua ebigocha bibarigereretie ase ogosoa chichiro na...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.829; promoted_from=EKEGUSIICORPUS_4107
AGRI_926,Agriculture,Crop Production,Morning s3ssion.utilizing a project by world bank to expand data and digital technology in agriculture.,Asubuhi s3ssion.kutumia mradi wa benki ya dunia kupanua data na teknolojia ya kidijitali katika kilimo.,CHINSEMO CHIA MAMBIA. â€¢ Korengangania chiprochekiti chia ebngi yense kogarei obokoreri bwomobaro na egechidichitari na chidichitari yegetekinorochia ase oboremi Digital Technologies in Agriculture.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.837; promoted_from=EKEGUSIICORPUS_4108
AGRI_927,Agriculture,Training,A national workshop is to be launched to create awareness on importance of farming based on technology.,Warsha ya kitaifa itazinduliwa ili kujenga uelewa juu ya umuhimu wa kilimo kulingana na teknolojia.,Omoroberio bwokworokereria bwense yaito igoro yengencho yoboremi obuya bwetekinorochia bwatangasirwe.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.727; promoted_from=EKEGUSIICORPUS_4109
AGRI_928,Agriculture,Crop Production,Atleast 45% risk to face diverse calamities frim such regions. Test blog A.digital agriculture: is important in helping small holder farmers.,Angalau 45% hatari ya kukabiliana na majanga mbalimbali katika maeneo kama haya. Blogu ya majaribio A.kilimo cha dijiti: ni muhimu katika kusaidia wakulima wadogo.,Ang'e 45 pase emia bense ase ase ogoakwa nemebasekano aao ao bechingongo echio. test Blog Â· Oboremi bwegechidichitari: nobwengencho ase ogokonya abaremi bemegondo emeke...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.676; promoted_from=EKEGUSIICORPUS_4110
AGRI_929,Agriculture,Crop Production,A new agreement on the sale of avocado by importing to increase revenues among farmers in Muranga and Kiambu.,Makubaliano mapya juu ya uuzaji wa parachichi kwa kuagiza ili kuongeza mapato kati ya wakulima huko Muranga na Kiambu.,Okobwatana okoyia gwokoonia chafokado gocuhia isiko gokinia ebitoki ase abaremi aria Murang’a ana Kiambu.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.925; promoted_from=EKEGUSIICORPUS_4111
AGRI_930,Agriculture,Crop Production,A new platform has been launched to bring together farmers and buyers.,Jukwaa jipya limezinduliwa ili kuwaleta pamoja wakulima na wanunuzi.,Chinchera chinyia chiachakirwe kobwatania abaremi gochia abagori gotaertera monto onde.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=1.0; promoted_from=EKEGUSIICORPUS_4112
AGRI_931,Agriculture,Agribusiness & Market Access,"Not only does maje it difficult for women to access loans to start agribusiness and ecpand,but it hinders their hidden potential to reach out on other issues of agriculture and market access of different crops.","Sio tu kwamba ni vigumu kwa wanawake kupata mikopo ili kuanzisha biashara ya kilimo na ecpand,lakini inazuia uwezo wao uliofichwa wa kufikia masuala mengine ya kilimo na upatikanaji wa soko la mazao mbalimbali.","Tari rioka egekongia goikera amakobeso ase abaremi abangina gochaka oboremi bwabo na kobaogarei, korende boigo nigo egokeyia goikera ebirengerererio binde ase oboremi nechiro amo noboremi borengete abagori berigesa riao.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.781; promoted_from=EKEGUSIICORPUS_4113
AGRI_932,Agriculture,Crop Production,"Target: Main aim of JP is to continue transforming farming policies through digital technology, courtesy of teamwork with every other team players...","Lengo: Lengo kuu la JP ni kuendelea kubadilisha sera za kilimo kupitia teknolojia ya kidijitali, kwa hisani ya kazi ya pamoja na kila wachezaji wengine wa timu...","Ekerenga: Ekerenga ekenene gia JP nokogendereria oboikeranu bwoboenania bwendagera goetera okobwatania kwegechidichitari, tgoetera okwangoyia gwokobwaterana na bonsi...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.757; promoted_from=EKEGUSIICORPUS_4114
AGRI_933,Agriculture,Crop Production,Opinion and knowledge. Digital agriculture: is a great deal in helping farmers of small scale land to defeat COVID 19. A- village voice. Inclusivity. Progressive program that supports IFAD.,Maoni na maarifa. Kilimo cha dijiti: ni mpango mkubwa katika kusaidia wakulima wa ardhi ndogo kushinda COVID 19. A- sauti ya kijiji. Ujumuishaji. Programu inayoendelea inayounga mkono IFAD.,Okorengereria na aya Ime. Oboremi bwegechidichitari: egento ekenene gokonya abaremi bemegondo emeke kobua emechando yendwari ya COVID-19 Â· Okogania Kwebinyoro. Kobwaterera: IFAD-omoroberio okonyire ...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.762; promoted_from=EKEGUSIICORPUS_4115
AGRI_934,Agriculture,Crop Production,"Other issues that can hamper farming TFPG is delay to reach markets and loans, and pertinent issues as it deserves agriculture together with...","Masuala mengine yanayoweza kuzuia kilimo cha TFPG yanachelewa kufikia masoko na mikopo, na masuala yafaayo kwa kadiri yastahilivyo kilimo pamoja...","Ebinto binde biranyare kogocha oboremi TFPG nokonyorwa goikera echiro na amakobeso, na amangana ande abeene buna ebwenerete korenda oboremi amo na ...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.69; promoted_from=EKEGUSIICORPUS_4116
AGRI_935,Agriculture,Livestock,Follow closely early warning signs about hailstorms brought by KMD to preoare a farmer and to guard your livestock products.,Fuata kwa makini ishara za mapema za onyo kuhusu dhoruba za mvua za mawe zinazoletwa na KMD ili kuwalinda wakulima na kulinda bidhaa zako za mifugo.,Beka ebirengererio kegima korora bwango ogcha kwamagena embura una korure na KMD terio kogonya kobanga na korenda oboremi bwao bwetugo na ayabwatekaine.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.831; promoted_from=EKEGUSIICORPUS_4120
AGRI_936,Agriculture,Crop Production,Great resolutions including individuals in a summit meeting G20. Finance and agriculture of G20 in Washington DC.. na..,Maazimio mazuri ikiwa ni pamoja na watu binafsi katika mkutano wa kilele wa G20. Fedha na kilimo cha G20 huko Washington DC.. na ..,Amangana engencho yomonto na aya okoinyoria nabwatekaine nokowa amangana amanene as omosangerekano obeene o G20 Bwechibesa na Oboremi korwa Omominisita o Washington D.C. na...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.815; promoted_from=EKEGUSIICORPUS_4121
AGRI_937,Agriculture,Livestock,"Poultry farmers in America apply vaccines of Marek disease, to protect poultry from virus transmission .","Wafugaji wa kuku huko Amerika hutumia chanjo za ugonjwa wa Marek, kulinda kuku kutokana na maambukizi ya virusi.",Abatugi bechingoko ba US babwatire oboremi â€™s kobeta chingoko chisindani nigo kogotanga amarwaire yembeo ao ao ase chingoko.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.748; promoted_from=EKEGUSIICORPUS_4122
AGRI_938,Agriculture,Crop Production,"Learn how to safeguard your environment to following land use management procedures, water and other ecosystem in the farm.","Jifunze jinsi ya kulinda mazingira yako kufuata taratibu za usimamizi wa matumizi ya ardhi, maji na mfumo mwingine wa ikolojia shambani.","Egera obokoreri bwamasingira ase okobwatia chingencho omoroberio chiria okorenda riroba, amache, nebitonwa binde ase omogondo oo.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.705; promoted_from=EKEGUSIICORPUS_4123
AGRI_939,Agriculture,Crop Production,"Good farming practices has changed the face of agriculture targetting markets digitally, other technology, contribute to release of data and...","Mazoea mazuri ya ukulima yamebadili hali ya kilimo kulenga masoko kwa njia ya kidigitali, tekinolojia nyingine, huchangia kutoa data na...","Oboremi oboikeranu, amangana igoro yoboremi na ogoikerania oboremi bwegechidichitari nechiro, agti y tekinorochia chinde, nigo bigoikerania omobaro bwegechidichitari na",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.822; promoted_from=EKEGUSIICORPUS_4124
AGRI_940,Agriculture,Crop Production,Smart agriculture has transformed our farm to reach out on levels expected for a farm with due regards to that particular land as it follows.,Kilimo mahiri kimebadilisha shamba letu kufikia viwango vinavyotarajiwa kwa shamba kwa kuzingatia ardhi hiyo kama ifuatavyo.,Oboremi oboikeranu bwaretire ogoonchoreria ase emegondo yoboremi igoetera ogoikerania ebirengo bwebinto biria bikobekwa mogondo koreng'ana kweriroba ria ase ayio buna ebwatekanete...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.672; promoted_from=EKEGUSIICORPUS_4125
AGRI_941,Agriculture,Sustainable Farming,"Agricultural progression applying digital know-how in the fight against COVID 19, and ...laying foundation for conservation,..IFAD has been warned to desist from bad mentality.","Maendeleo ya kilimo kwa kutumia ujuzi wa kidijitali katika vita dhidi ya COVID 19, na ... kuweka msingi wa uhifadhi,.. IFAD imeonywa kuacha mawazo mabaya.","Okogenderera ase enchera yogotumia oboremi bwegechidichitari korwania COVID-19, amo na ... Kobeka oboroso bwobogachi,. IFAD yabetereriigwe gotagora ebirengererio bitari biaboronge...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.768; promoted_from=EKEGUSIICORPUS_4126
AGRI_942,Agriculture,Sustainable Farming,"Progressive land use to the extent of guarding gas emissions to skies.( through. Farming that protects the soil. A. Guard on the correct ratio of fertiliser to guard carbon, so that you harvest more..","Matumizi ya ardhi yanayoendelea kwa kiwango cha kulinda uzalishaji wa gesi angani. ( kupitia. Kilimo kinacholinda udongo. A. Linda uwiano sahihi wa mbolea ili kulinda kaboni, ili uvune zaidi..",Segeta chinchera chingiya chiokorenda riroba erio goikerania kobwata embeo eria egosaria rire (goetera. Oboremi boria bokorenda riroba. Â· Renda ebirengo bisaine biobwoyo ogondo erio kogesa...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.429; promoted_from=EKEGUSIICORPUS_4128
AGRI_943,Agriculture,Crop Production,The best method of harvesting and storage is vital in safeguarding sweet potatoes . Laern on best practices of selecting best potatoes and preserving them.,Njia bora ya kuvuna na kuhifadhi ni muhimu katika kulinda viazi vitamu . Laern juu ya mazoea bora ya kuchagua viazi bora na kuzihifadhi.,"Enchera engiya yokesa na kogach rigesa nobwenencho ase okorenda oboikeranu bwamarabwoni ao. Egera igoro yengencho engiya yogochora amarabwoni, koyabera ebirengo na buna okoyagacha.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.804; promoted_from=EKEGUSIICORPUS_4129
AGRI_944,Agriculture,Crop Production,Experts say that engineering genetics has a capacity to defer challenges in farming: preservation on..,Wataalam wanasema kuwa genetics ya uhandisi ina uwezo wa kuahirisha changamoto katika kilimo: uhifadhi kwenye..,Obamanyi bwegeinchinia mbore neriiranerio ng'a chinguri chiogotanga emechando emenge ase oboremi: gotumeka buya kwa ...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.748; promoted_from=EKEGUSIICORPUS_4130
AGRI_945,Agriculture,Crop Production,"Take charge of discovery in agriculture and how can patent seedlings(IP), safeguard your knowledge like launching a new item and root development.","Chukua jukumu la ugunduzi katika kilimo na jinsi ya miche ya hati miliki (IP), inawezaje kulinda maarifa yako kama kuzindua bidhaa mpya na ukuzaji wa mizizi.",Renda chingecho chia chioboremi amo na embusuri enyia ase okomanya buna okorenda obomanyi bwao (IP) oboronge buna boria bwokorosia egento ekeyia and oboronge bwogokeborana kwebimeri .,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.755; promoted_from=EKEGUSIICORPUS_4131
AGRI_946,Agriculture,Sustainable Farming,"PSA urges on the best agriculture application by using home base manure, to maintain health soil.","PSA inashauri matumizi bora ya kilimo kwa kutumia mbolea za msingi za nyumbani, ili kudumisha udongo wenye afya.",PSA nogo egosegeta enchera yogotumia obwoyo bwekweroseria goera eubi ao ao erio kogesa afia engiya ase riroba riao,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.732; promoted_from=EKEGUSIICORPUS_4133
AGRI_947,Agriculture,Livestock,SA sensitizes on disease control on livestock as well as health tips.,Wanyevu wa afya juu ya udhibiti wa maradhi juu ya mifugo na vilevile madokezo ya afya.,PSA: nkwegeria bareigoro yogotanga amarwaire yetugo nechingencho chiobochenu chirure.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.897; promoted_from=EKEGUSIICORPUS_4138
AGRI_948,Agriculture,Sustainable Farming,Announcement to farmers in arid regions to embrace water conservation and practice irrigation.,Tangazo kwa wakulima katika maeneo kame kukumbatia uhifadhi wa maji na kufanya mazoezi ya umwagiliaji.,Ogokurerwa gochia abaremi igoro yogosiarera amache mogondo orengete obogachi obuya bwamache aria chinsemo chinyomo.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.937; promoted_from=EKEGUSIICORPUS_4139
AGRI_949,Agriculture,Crop Production,Announcement to farmers to use certified seeds and harvest big nationally.,Tangazo kwa wakulima la kutumia mbegu zilizothibitishwa na kuvuna mbegu kubwa za kitaifa.,Ogokurerwa gochia abaremi igoro yogotumia embusuro eria yancheire erio kogesa omoroberio bwense ase okorema endagera.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.892; promoted_from=EKEGUSIICORPUS_4140
AGRI_950,Agriculture,Training,Announcement to all: farmers being enlisted in government offered digital training on agricultural aspects.,Tangazo kwa wote: wakulima waliojiandikisha serikalini walitoa mafunzo ya kidigitali juu ya sehemu za kilimo.,Ogokurerwa ase bonsi: Omoroberio bweserikari goikerania chisemi chioboremi goetera egechidichitari.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=opus; qa_roundtrip=0.844; promoted_from=EKEGUSIICORPUS_4141
AGRI_951,Agriculture,Crop Production,"To influence technology while using smack technology,like applying planting plants (desmodium leaves)that predate other pests and herbs in the field.","Ili kuathiri teknolojia wakati wa kutumia teknolojia ya smack,kama vile kupaka mimea ya kupanda (majani ya desmodium)ambayo hutangulia wadudu na mimea mingine shambani.",Ogosegeta omoroberio otekinorochia nenchera ierengete goyumia ebimeri biria bigoseria ebimeria biri bende bikorenta emechando mogondo (amato edesimodiamu) goseria ebichuni na amakonde korwa ebimeri osimegete mogondo...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.865; promoted_from=EKEGUSIICORPUS_4144
AGRI_952,Agriculture,Sustainable Farming,"In brief: Learn how climate smart agriculture (CSA)has had impact in farming . Learn on means, benefit and challenges which is likely to be faced in Kenya. Learn on progressive farming using CSA for the sakevof farmers and resilient to changes in Kenya. Kenya is a country blessed with great potential in kenya, where agriculture has high responsibiliy in the economy anf earnings for millions. However,agriculture has it's fair share die to climate change, and flooding which are unpredictable, and soil erosion. Agriculture that emphasizes climate in Kenya offers an innovative solution not only to support farmers to get accustomed to climate change, also to ensure long term progression.","Kwa kifupi: Jifunze jinsi kilimo cha hali ya hewa (CSA) kimeathiri kilimo. Jifunze juu ya njia, faida na changamoto ambazo zinaweza kukabiliwa nchini Kenya. Jifunze juu ya kilimo cha maendeleo kwa kutumia CSA kwa faida ya wakulima na kuhimili mabadiliko nchini Kenya. Kenya ni nchi iliyobarikiwa na uwezo mkubwa nchini Kenya, ambapo kilimo kina jukumu kubwa katika uchumi na mapato kwa mamilioni. Hata hivyo, kilimo kina sehemu yake ya haki kufa kutokana na mabadiliko ya hali ya hewa, mafuriko ambayo hayawezi kutabiriwa, na uharibifu wa udongo. Kilimo ambacho kinasisitiza hali ya hewa nchini Kenya kinatoa suluhisho la ubunifu sio tu kusaidia wakulima kuzoea mabadiliko ya hali ya hewa, lakini pia kuhakikisha maendeleo ya muda mrefu.","Ase obweng'e: Rigia komanya buna oboremi obuya (CSA) buna bogendererte goonchoreria emegondo yoboremi Kenya â€™s. Egera igoro yechinchera, obuya, naboigo emechando erengete gochooreria gochia oboremi obuya CSA okwegera ugoro yoboremi bwekwegendereria sna obwegwokong'ereria aiga Kenya. Kenya nense esesenirie nobotenenku bowboremi, ase abaremi babogoretie ensemo enene yoboko bwense yaito na ebitoki ase chimirioni chinyinge. Nonya nigo, oboremi obo nigo bore nomochando omonene ase engencho yogoonchoreria kwerire, na ogocha kwomobaso gose etoigo etamanyekaneti, na ogsareka kweriroba. (Oboremi Kenya mbore namairanerio tari rioka ase ogokonya abaremi korende boigo gokonya aberemi goonchoreria gochia oboremi bokogenda nerire ase rigesa riabotambe.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb_256; qa_roundtrip=0.106; promoted_from=EKEGUSIICORPUS_4145
AGRI_953,Agriculture,Sustainable Farming,"To raise yields through bumper harvests , expanding means to markets, utilizing technology, grasp technology, the potential that lies in irrigation; in addition..","Kuongeza mavuno kupitia mavuno makubwa, kupanua njia za masoko, kutumia teknolojia, teknolojia ya kushika, uwezo ulio katika umwagiliaji; kwa kuongeza..","Gokinia rigesa goetera okogesa ubuya bwerigesa, kogareyia chinchera chigosoa echiro, gotumia tekinorochia, na kobwata tekinorochia; korigia komanya okobua kore ase ogosiarera amache mogondo; kmentekana...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.742; promoted_from=EKEGUSIICORPUS_4146
AGRI_954,Agriculture,Crop Production,In the recent times there's notable progress in research and technology that can mitigate diverse challenges and farmers with large food factories.,Katika nyakati za hivi karibuni kuna maendeleo makubwa katika utafiti na teknolojia ambayo yanaweza kupunguza changamoto mbalimbali na wakulima wenye viwanda vikubwa vya chakula.,Emiaka ya iga bwango yaorokirie okogenderera ase obotuki bwegetekinorochia obw boranyare gokonya emechando ao ao ase abaremi nechifakitori chiendagera.,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=nllb; qa_roundtrip=0.774; promoted_from=EKEGUSIICORPUS_4148
AGRI_955,Agriculture,Sustainable Farming,"Minimise food perishability from fresh vegetables and fruits, through oroper harvesting methods, conservation and the manner we merchandise products to food stuff from the times you harvest from farm to markets.","Punguza kuharibika kwa chakula kutoka kwa mboga mboga na matunda, kupitia njia za uvunaji wa oroper, uhifadhi na jinsi tunavyosafirisha bidhaa kwa vitu vya chakula kutoka nyakati unazovuna kutoka shambani hadi masoko.","Keania ogosareka kwendagera korwa mogondo ase rigesa riching'eni na amatunda goetera chinchera chikogesa chibwenerete, obogachi obuya, na engench yogoonchoreria rigesa riao gochia chindagera ao ao korwa buna okogesa korwa mogondo goika echiro.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.777; promoted_from=EKEGUSIICORPUS_4149
AGRI_956,Agriculture,Sustainable Farming,"Reduce soil erosion: reduce on tillage and practice mulching using leftovers after harvesting, as way of reducing soil erosion 80%. CA also harvest adds manure to the soil..","Punguza mmomonyoko wa udongo: punguza kilimo na ujizoeze kuweka matandazo kwa kutumia mabaki baada ya kuvuna, kama njia ya kupunguza mmomonyoko wa udongo kwa 80%. CA pia mavuno huongeza mbolea kwenye udongo..",Keania omogoko bweriroba riao: Keania korema riroba na egera gotuba rirob rario cover neubi eria egotigara korwa rigesa buna enchera eyemo yogokeania omogoko bweriroba riao goika 80%. CA boigo nigo ekogesa obotobu ase riroba riao ...,Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.897; promoted_from=EKEGUSIICORPUS_4150
AGRI_957,Agriculture,Crop Production,"Research has shown that empowering women in food agricultural markets increase sustainable revenues, putting their foundation on...","Utafiti umeonyesha kuwa kuwawezesha wanawake katika masoko ya kilimo cha chakula huongeza mapato endelevu, na kuweka msingi wao kwenye...","Obotuki bwoboremi bwaorokirie ng'a kobeka abangina chinguru gosoa echiro nigo kore ogwonyora ebitoki bia igoro na biabotambe, igo kobeka oboroso bwabo ase...",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.901; promoted_from=EKEGUSIICORPUS_4152
AGRI_958,Agriculture,Livestock,"Changes in cattle rearing aimed at proper feeding ensures good yields, adding manure to the field and redusing soil erosion in livestock rearing..","Mabadiliko katika ufugaji wa ng'ombe yanayolenga kulisha vizuri huhakikisha mavuno mazuri, kuongeza mbolea shambani na mmomonyoko wa udongo katika ufugaji wa mifugo..","Ogoonchoreria buna okorisia gose gotuga etugo yao erengete korageria etgo yao buna ebwenerete korwa aa gochia asande erio konyora rigesa riengencho, kogesa obotobu ase riroba, na gokeania omogoko bweriroba ase omoroberio bwetugo.",Ekegusii Corpus,2026-07-22,translation=source; source_lang=en; original_domain_label=Agriculture; qa_tool=azure; qa_roundtrip=0.812; promoted_from=EKEGUSIICORPUS_4154
