PSA_ID,Domain,English
GOV_00586,Governance,Notice: SHA launches an anti-corruption awareness drive in Siaya County this February.
GOV_00587,Governance,Notice: Council of Governors launches an anti-corruption awareness drive in Kericho County this December.
GOV_00588,Governance,E-Citizen warns public officers in Machakos County against abuse of office.
GOV_00589,Governance,EACC urges residents of Kiambu County to report corruption cases via the toll-free EACC hotline to fight procurement fraud.
GOV_00590,Governance,KRA urges residents of Kisii County to use the online reporting portal to file a complaint to fight abuse of office.
GOV_00591,Governance,Notice: Office of the Registrar of Political Parties launches an anti-corruption awareness drive in Nyamira County this February.
GOV_00592,Governance,"OGP reminds the public in Nyamira County that reporting abuse of office is free, safe, and confidential."
GOV_00593,Governance,Notice: EACC launches an anti-corruption awareness drive in Laikipia County this April.
GOV_00594,Governance,"E-Citizen reminds the public in Kisumu County that reporting embezzlement of public funds is free, safe, and confidential."
GOV_00595,Governance,Notice: Kenya Gazette launches an anti-corruption awareness drive in Wajir County this May.
GOV_00596,Governance,"EACC reminds the public in Embu County that reporting abuse of office is free, safe, and confidential."
GOV_00597,Governance,SHA urges residents of Mombasa County to use the online reporting portal to file a complaint to fight bribery in public offices.
GOV_00598,Governance,EACC urges residents of Garissa County to report corruption cases via the toll-free EACC hotline to fight embezzlement of public funds.
GOV_00599,Governance,"ODPP reminds the public in Nyandarua County that reporting procurement fraud is free, safe, and confidential."
GOV_00600,Governance,"E-Citizen reminds the public in Turkana County that reporting abuse of office is free, safe, and confidential."
GOV_00601,Governance,Commission on Administrative Justice (Ombudsman) invites residents of Narok County to engage through the county's online participation portal regarding the county budget process.
GOV_00602,Governance,Kenya Gazette urges residents of Kisumu County to submit written memoranda before the deadline to shape the annual performance review.
GOV_00603,Governance,Huduma Kenya invites residents of Bungoma County to submit written memoranda before the deadline regarding the annual performance review.
GOV_00604,Governance,E-Citizen reminds the public in Vihiga County that input on the county budget process is welcome this September.
GOV_00605,Governance,Judiciary of Kenya reminds the public in West Pokot County that input on the annual performance review is welcome this October.
GOV_00606,Governance,IEBC reminds the public in Nyeri County that input on the annual performance review is welcome this October.
GOV_00607,Governance,Kenya Gazette invites residents of Kilifi County to attend the public participation forum regarding the county budget process.
GOV_00608,Governance,E-Citizen invites residents of Vihiga County to engage through the county's online participation portal regarding public policy consultations.
GOV_00609,Governance,Office of the Registrar of Political Parties invites residents of Kericho County to attend the public participation forum regarding development planning forums.
GOV_00610,Governance,EACC reminds the public in Trans Nzoia County that input on development planning forums is welcome this August.
GOV_00611,Governance,SHA urges residents of Samburu County to engage through the county's online participation portal to shape the county budget process.
GOV_00612,Governance,OGP reminds the public in Tana River County that input on the annual performance review is welcome this August.
GOV_00613,Governance,Council of Governors invites residents of Kakamega County to engage through the county's online participation portal regarding the county budget process.
GOV_00614,Governance,Judiciary of Kenya urges residents of Kwale County to attend the public participation forum to shape the county budget process.
GOV_00615,Governance,Huduma Kenya urges residents of Wajir County to submit written memoranda before the deadline to shape the county budget process.
GOV_00616,Governance,Council of Governors urges residents of Garissa County to engage through the county's online participation portal to shape the annual performance review.
GOV_00617,Governance,KRA reminds the public in Kwale County that input on public policy consultations is welcome this September.
GOV_00618,Governance,Notice: Office of the Auditor-General will hold a public participation forum on the annual performance review in Nairobi County.
GOV_00619,Governance,Notice: Council of Governors will hold a public participation forum on development planning forums in Kisii County.
GOV_00620,Governance,EACC reminds the public in Kajiado County that input on public policy consultations is welcome this June.
GOV_00621,Governance,OGP urges residents of Nyamira County to engage through the county's online participation portal to shape the annual performance review.
GOV_00622,Governance,Judiciary of Kenya reminds the public in Baringo County that input on the county budget process is welcome this September.
GOV_00623,Governance,SHA reminds the public in Uasin Gishu County that input on the county budget process is welcome this September.
GOV_00624,Governance,Huduma Kenya invites residents of Siaya County to engage through the county's online participation portal regarding public policy consultations.
GOV_00625,Governance,ODPP reminds the public in Tana River County that input on public policy consultations is welcome this February.
GOV_00626,Governance,Commission on Administrative Justice (Ombudsman) invites residents of Embu County to engage through the county's online participation portal regarding public policy consultations.
GOV_00627,Governance,Huduma Kenya invites residents of Elgeyo-Marakwet County to engage through the county's online participation portal regarding development planning forums.
GOV_00628,Governance,Council of Governors reminds the public in Kiambu County that input on the county budget process is welcome this September.
GOV_00629,Governance,Commission on Administrative Justice (Ombudsman) invites residents of Nyamira County to attend the public participation forum regarding the county budget process.
GOV_00630,Governance,Huduma Kenya urges residents of Uasin Gishu County to attend the public participation forum to shape the annual performance review.
GOV_00631,Governance,Huduma Kenya invites residents of Narok County to attend the public participation forum regarding the annual performance review.
GOV_00632,Governance,Notice: e-Citizen will hold a public participation forum on the county budget process in Baringo County.
GOV_00633,Governance,Judiciary of Kenya invites residents of Homa Bay County to engage through the county's online participation portal regarding the annual performance review.
GOV_00634,Governance,E-Citizen urges residents of Murang'a County to attend the public participation forum to shape the county budget process.
GOV_00635,Governance,Notice: Judiciary of Kenya will hold a public participation forum on the annual performance review in Kirinyaga County.
GOV_00636,Governance,Office of the Registrar of Political Parties urges residents of Homa Bay County to engage through the county's online participation portal to shape the county budget process.
GOV_00637,Governance,EACC urges residents of Makueni County to attend the public participation forum to shape the county budget process.
GOV_00638,Governance,Notice: IEBC will hold a public participation forum on the county budget process in Kisii County.
GOV_00639,Governance,Notice: Judiciary of Kenya will hold a public participation forum on the annual performance review in Kisumu County.
GOV_00640,Governance,ODPP urges residents of Kisumu County to attend the public participation forum to shape the annual performance review.
GOV_00641,Governance,E-Citizen invites residents of Turkana County to engage through the county's online participation portal regarding public policy consultations.
GOV_00642,Governance,SHA reminds the public in Vihiga County that input on the county budget process is welcome this November.
GOV_00643,Governance,E-Citizen urges residents of Samburu County to submit written memoranda before the deadline to shape public policy consultations.
GOV_00644,Governance,Notice: OGP will hold a public participation forum on the annual performance review in Marsabit County.
GOV_00645,Governance,IEBC reminds the public in Machakos County that input on the annual performance review is welcome this February.
GOV_00646,Governance,Office of the Registrar of Political Parties urges residents of Vihiga County to submit written memoranda before the deadline to shape the county budget process.
GOV_00647,Governance,Notice: SHA will hold a public participation forum on the county budget process in Bomet County.
GOV_00648,Governance,Judiciary of Kenya reminds the public in West Pokot County that input on public policy consultations is welcome this January.
GOV_00649,Governance,Kenya Gazette urges residents of Kitui County to submit written memoranda before the deadline to shape development planning forums.
GOV_00650,Governance,Commission on Administrative Justice (Ombudsman) invites residents of Busia County to attend the public participation forum regarding the county budget process.
GOV_00651,Governance,ODPP reminds the public in Baringo County that input on public policy consultations is welcome this February.
GOV_00652,Governance,ODPP urges residents of Embu County to submit written memoranda before the deadline to shape development planning forums.
GOV_00653,Governance,E-Citizen reminds the public in Mombasa County that input on public policy consultations is welcome this February.
GOV_00654,Governance,ODPP urges residents of Uasin Gishu County to engage through the county's online participation portal to shape the annual performance review.
GOV_00655,Governance,KRA invites residents of Embu County to attend the public participation forum regarding public policy consultations.
GOV_00656,Governance,Council of Governors reminds the public in Kisumu County that input on development planning forums is welcome this May.
GOV_00657,Governance,KRA urges residents of Mombasa County to attend the public participation forum to shape development planning forums.
GOV_00658,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Mandera County that input on the county budget process is welcome this November.
GOV_00659,Governance,ODPP invites residents of Murang'a County to attend the public participation forum regarding development planning forums.
GOV_00660,Governance,Notice: KRA will hold a public participation forum on public policy consultations in Nairobi County.
GOV_00661,Governance,Notice: IEBC will hold a public participation forum on the annual performance review in Baringo County.
GOV_00662,Governance,Office of the Auditor-General reminds the public in Wajir County that input on the annual performance review is welcome this February.
GOV_00663,Governance,Judiciary of Kenya urges residents of Kisii County to submit written memoranda before the deadline to shape development planning forums.
GOV_00664,Governance,ODPP urges residents of Bomet County to attend the public participation forum to shape the annual performance review.
GOV_00665,Governance,SHA invites residents of Narok County to attend the public participation forum regarding development planning forums.
GOV_00666,Governance,Judiciary of Kenya urges residents of Kakamega County to submit written memoranda before the deadline to shape the county budget process.
GOV_00667,Governance,KRA reminds the public in Nyamira County that input on public policy consultations is welcome this October.
GOV_00668,Governance,Notice: Council of Governors will hold a public participation forum on the county budget process in Kajiado County.
GOV_00669,Governance,E-Citizen urges residents of Tharaka-Nithi County to engage through the county's online participation portal to shape development planning forums.
GOV_00670,Governance,Office of the Auditor-General invites residents of Mandera County to submit written memoranda before the deadline regarding the county budget process.
GOV_00671,Governance,Huduma Kenya invites residents of Mombasa County to attend the public participation forum regarding development planning forums.
GOV_00672,Governance,Notice: Council of Governors will hold a public participation forum on the county budget process in Nakuru County.
GOV_00673,Governance,SHA reminds the public in West Pokot County that input on development planning forums is welcome this February.
GOV_00674,Governance,Kenya Gazette invites residents of Kericho County to submit written memoranda before the deadline regarding development planning forums.
GOV_00675,Governance,KRA invites residents of Kisumu County to engage through the county's online participation portal regarding public policy consultations.
GOV_00676,Governance,Office of the Registrar of Political Parties invites residents of Kirinyaga County to engage through the county's online participation portal regarding the annual performance review.
GOV_00677,Governance,Notice: Huduma Kenya will hold a public participation forum on public policy consultations in Elgeyo-Marakwet County.
GOV_00678,Governance,ODPP urges residents of Turkana County to submit written memoranda before the deadline to shape public policy consultations.
GOV_00679,Governance,EACC invites residents of Nakuru County to attend the public participation forum regarding development planning forums.
GOV_00680,Governance,Judiciary of Kenya reminds the public in West Pokot County that input on public policy consultations is welcome this December.
GOV_00681,Governance,Notice: EACC will hold a public participation forum on the annual performance review in Siaya County.
GOV_00682,Governance,Council of Governors urges residents of Busia County to attend the public participation forum to shape development planning forums.
GOV_00683,Governance,IEBC invites residents of Mandera County to attend the public participation forum regarding the annual performance review.
GOV_00684,Governance,Office of the Auditor-General reminds the public in Nandi County that input on public policy consultations is welcome this February.
GOV_00685,Governance,Judiciary of Kenya urges residents of Kitui County to engage through the county's online participation portal to shape development planning forums.
GOV_00686,Governance,Notice: EACC will hold a public participation forum on public policy consultations in Bungoma County.
GOV_00687,Governance,EACC reminds the public in Lamu County that input on the annual performance review is welcome this February.
GOV_00688,Governance,Office of the Registrar of Political Parties reminds the public in Isiolo County that input on the county budget process is welcome this August.
GOV_00689,Governance,OGP reminds the public in Tana River County that input on public policy consultations is welcome this July.
GOV_00690,Governance,Commission on Administrative Justice (Ombudsman) urges residents of Makueni County to engage through the county's online participation portal to shape the county budget process.
GOV_00691,Governance,OGP invites residents of Taita-Taveta County to attend the public participation forum regarding development planning forums.
GOV_00692,Governance,EACC invites residents of Kilifi County to attend the public participation forum regarding the county budget process.
GOV_00693,Governance,Notice: e-Citizen will hold a public participation forum on the annual performance review in Kilifi County.
GOV_00694,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Kilifi County that input on the annual performance review is welcome this May.
GOV_00695,Governance,E-Citizen urges residents of Kericho County to attend the public participation forum to shape the annual performance review.
GOV_00696,Governance,Office of the Auditor-General invites residents of Bomet County to attend the public participation forum regarding the annual performance review.
GOV_00697,Governance,Commission on Administrative Justice (Ombudsman) urges residents of Siaya County to submit written memoranda before the deadline to shape development planning forums.
GOV_00698,Governance,KRA reminds the public in Kakamega County that input on the county budget process is welcome this March.
GOV_00699,Governance,Council of Governors reminds the public in Embu County that input on the annual performance review is welcome this March.
GOV_00700,Governance,Notice: Kenya Gazette will hold a public participation forum on the county budget process in Kericho County.
GOV_00701,Governance,SHA urges residents of Uasin Gishu County to submit written memoranda before the deadline to shape public policy consultations.
GOV_00702,Governance,Huduma Kenya urges residents of Trans Nzoia County to attend the public participation forum to shape the annual performance review.
GOV_00703,Governance,Notice: Office of the Registrar of Political Parties will hold a public participation forum on the county budget process in Isiolo County.
GOV_00704,Governance,Notice: e-Citizen will hold a public participation forum on development planning forums in Machakos County.
GOV_00705,Governance,Notice: Council of Governors will hold a public participation forum on the annual performance review in Migori County.
GOV_00706,Governance,Judiciary of Kenya urges residents of Vihiga County to attend the public participation forum to shape the county budget process.
GOV_00707,Governance,IEBC urges residents of Nairobi County to engage through the county's online participation portal to shape the annual performance review.
GOV_00708,Governance,Kenya Gazette urges residents of Migori County to attend the public participation forum to shape development planning forums.
GOV_00709,Governance,Office of the Auditor-General reminds the public in Kisumu County that input on the annual performance review is welcome this December.
GOV_00710,Governance,Notice: Commission on Administrative Justice (Ombudsman) will hold a public participation forum on the annual performance review in Kakamega County.
GOV_00711,Governance,SHA urges residents of Homa Bay County to engage through the county's online participation portal to shape the annual performance review.
GOV_00712,Governance,Notice: SHA will hold a public participation forum on the annual performance review in Homa Bay County.
GOV_00713,Governance,Notice: Council of Governors will hold a public participation forum on the annual performance review in Taita-Taveta County.
GOV_00714,Governance,EACC reminds the public in Siaya County that input on public policy consultations is welcome this June.
GOV_00715,Governance,Office of the Registrar of Political Parties reminds the public in Vihiga County that input on the annual performance review is welcome this February.
GOV_00716,Governance,E-Citizen reminds the public in Nyamira County that input on public policy consultations is welcome this January.
GOV_00717,Governance,Office of the Auditor-General invites residents of Tharaka-Nithi County to submit written memoranda before the deadline regarding the county budget process.
GOV_00718,Governance,Kenya Gazette reminds the public in Mandera County that input on public policy consultations is welcome this August.
GOV_00719,Governance,Notice: Commission on Administrative Justice (Ombudsman) will hold a public participation forum on development planning forums in Trans Nzoia County.
GOV_00720,Governance,OGP reminds the public in Bungoma County that input on the annual performance review is welcome this June.
GOV_00721,Governance,Notice: Council of Governors will hold a public participation forum on the annual performance review in Siaya County.
GOV_00722,Governance,KRA invites residents of Embu County to attend the public participation forum regarding development planning forums.
GOV_00723,Governance,SHA urges residents of Baringo County to attend the public participation forum to shape development planning forums.
GOV_00724,Governance,Kenya Gazette urges residents of Kwale County to submit written memoranda before the deadline to shape development planning forums.
GOV_00725,Governance,Kenya Gazette urges residents of Trans Nzoia County to engage through the county's online participation portal to shape the county budget process.
GOV_00726,Governance,Council of Governors urges residents of Embu County to engage through the county's online participation portal to shape the county budget process.
GOV_00727,Governance,SHA invites residents of Homa Bay County to engage through the county's online participation portal regarding development planning forums.
GOV_00728,Governance,Kenya Gazette reminds the public in Migori County that input on the county budget process is welcome this October.
GOV_00729,Governance,OGP reminds the public in Murang'a County that input on public policy consultations is welcome this January.
GOV_00730,Governance,Office of the Registrar of Political Parties reminds the public in Narok County that input on the annual performance review is welcome this May.
GOV_00731,Governance,Notice: IEBC will hold a public participation forum on public policy consultations in West Pokot County.
GOV_00732,Governance,Council of Governors invites residents of Garissa County to submit written memoranda before the deadline regarding the county budget process.
GOV_00733,Governance,ODPP urges residents of Baringo County to submit written memoranda before the deadline to shape the annual performance review.
GOV_00734,Governance,ODPP urges residents of Lamu County to attend the public participation forum to shape public policy consultations.
GOV_00735,Governance,OGP urges residents of Meru County to engage through the county's online participation portal to shape development planning forums.
GOV_00736,Governance,Judiciary of Kenya invites residents of Nyandarua County to submit written memoranda before the deadline regarding public policy consultations.
GOV_00737,Governance,OGP invites residents of Nyandarua County to submit written memoranda before the deadline regarding public policy consultations.
GOV_00738,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Kilifi County that input on the annual performance review is welcome this February.
GOV_00739,Governance,Notice: e-Citizen will hold a public participation forum on the annual performance review in Embu County.
GOV_00740,Governance,Notice: Council of Governors will hold a public participation forum on the county budget process in Nyeri County.
GOV_00741,Governance,ODPP invites residents of Kisumu County to attend the public participation forum regarding development planning forums.
GOV_00742,Governance,Notice: Kenya Gazette will hold a public participation forum on the county budget process in Garissa County.
GOV_00743,Governance,IEBC reminds the public in Turkana County that input on development planning forums is welcome this October.
GOV_00744,Governance,Kenya Gazette invites residents of Kakamega County to attend the public participation forum regarding development planning forums.
GOV_00745,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Meru County that input on the county budget process is welcome this March.
GOV_00746,Governance,OGP reminds the public in Kirinyaga County that input on public policy consultations is welcome this February.
GOV_00747,Governance,E-Citizen urges residents of Vihiga County to engage through the county's online participation portal to shape the county budget process.
GOV_00748,Governance,KRA urges residents of Kajiado County to engage through the county's online participation portal to shape development planning forums.
GOV_00749,Governance,E-Citizen reminds the public in Nyamira County that input on public policy consultations is welcome this July.
GOV_00750,Governance,Notice: IEBC will hold a public participation forum on the county budget process in Migori County.
GOV_00751,Governance,Huduma Kenya urges residents of Kitui County to engage through the county's online participation portal to shape the annual performance review.
GOV_00752,Governance,ODPP urges residents of West Pokot County to engage through the county's online participation portal to shape the annual performance review.
GOV_00753,Governance,OGP invites residents of Wajir County to attend the public participation forum regarding the county budget process.
GOV_00754,Governance,Notice: Council of Governors will hold a public participation forum on the county budget process in Tharaka-Nithi County.
GOV_00755,Governance,Council of Governors reminds the public in Kitui County that input on development planning forums is welcome this May.
GOV_00756,Governance,OGP urges residents of Makueni County to engage through the county's online participation portal to shape public policy consultations.
GOV_00757,Governance,Huduma Kenya reminds the public in Tana River County that input on public policy consultations is welcome this July.
GOV_00758,Governance,Notice: e-Citizen will hold a public participation forum on the county budget process in Kirinyaga County.
GOV_00759,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Taita-Taveta County that input on development planning forums is welcome this May.
GOV_00760,Governance,EACC reminds the public in Lamu County that input on the annual performance review is welcome this October.
GOV_00761,Governance,Notice: SHA will hold a public participation forum on development planning forums in Kisii County.
GOV_00762,Governance,KRA invites residents of Turkana County to attend the public participation forum regarding the annual performance review.
GOV_00763,Governance,EACC reminds the public in Trans Nzoia County that input on the annual performance review is welcome this December.
GOV_00764,Governance,Notice: Council of Governors will hold a public participation forum on public policy consultations in Mombasa County.
GOV_00765,Governance,Notice: SHA will hold a public participation forum on the annual performance review in West Pokot County.
GOV_00766,Governance,OGP reminds the public in Trans Nzoia County that input on public policy consultations is welcome this January.
GOV_00767,Governance,ODPP reminds the public in Bomet County that input on the annual performance review is welcome this September.
GOV_00768,Governance,Office of the Registrar of Political Parties reminds the public in Marsabit County that input on public policy consultations is welcome this December.
GOV_00769,Governance,Kenya Gazette urges residents of Vihiga County to attend the public participation forum to shape the county budget process.
GOV_00770,Governance,E-Citizen invites residents of Siaya County to engage through the county's online participation portal regarding the annual performance review.
GOV_00771,Governance,Kenya Gazette reminds the public in Turkana County that input on the annual performance review is welcome this May.
GOV_00772,Governance,IEBC reminds the public in Murang'a County that input on development planning forums is welcome this March.
GOV_00773,Governance,EACC urges residents of Makueni County to attend the public participation forum to shape public policy consultations.
GOV_00774,Governance,IEBC urges residents of Baringo County to submit written memoranda before the deadline to shape development planning forums.
GOV_00775,Governance,Notice: OGP will hold a public participation forum on the county budget process in Mandera County.
GOV_00776,Governance,Notice: IEBC will hold a public participation forum on the annual performance review in Meru County.
GOV_00777,Governance,Huduma Kenya invites residents of Kakamega County to engage through the county's online participation portal regarding development planning forums.
GOV_00778,Governance,Huduma Kenya urges residents of Nairobi County to attend the public participation forum to shape the county budget process.
GOV_00779,Governance,Notice: Kenya Gazette will hold a public participation forum on the county budget process in West Pokot County.
GOV_00780,Governance,Notice: SHA will hold a public participation forum on the annual performance review in Bungoma County.
GOV_00781,Governance,Notice: ODPP will hold a public participation forum on public policy consultations in Nyeri County.
GOV_00782,Governance,Notice: Commission on Administrative Justice (Ombudsman) will hold a public participation forum on the county budget process in Kilifi County.
GOV_00783,Governance,Notice: Huduma Kenya will hold a public participation forum on the county budget process in Garissa County.
GOV_00784,Governance,Huduma Kenya urges residents of Kakamega County to submit written memoranda before the deadline to shape the county budget process.
GOV_00785,Governance,Office of the Registrar of Political Parties urges residents of Vihiga County to engage through the county's online participation portal to shape development planning forums.
GOV_00786,Governance,Commission on Administrative Justice (Ombudsman) invites residents of Tharaka-Nithi County to engage through the county's online participation portal regarding the county budget process.
GOV_00787,Governance,E-Citizen invites residents of Bomet County to engage through the county's online participation portal regarding the annual performance review.
GOV_00788,Governance,Judiciary of Kenya invites residents of Kisii County to engage through the county's online participation portal regarding public policy consultations.
GOV_00789,Governance,Office of the Auditor-General reminds the public in Mombasa County that input on the annual performance review is welcome this October.
GOV_00790,Governance,SHA urges residents of Kisumu County to submit written memoranda before the deadline to shape the county budget process.
GOV_00791,Governance,Council of Governors invites residents of Kisumu County to engage through the county's online participation portal regarding development planning forums.
GOV_00792,Governance,Notice: ODPP will hold a public participation forum on public policy consultations in Baringo County.
GOV_00793,Governance,Judiciary of Kenya urges residents of Garissa County to attend the public participation forum to shape the annual performance review.
GOV_00794,Governance,Judiciary of Kenya urges residents of Uasin Gishu County to submit written memoranda before the deadline to shape public policy consultations.
GOV_00795,Governance,Notice: KRA will hold a public participation forum on public policy consultations in Uasin Gishu County.
GOV_00796,Governance,E-Citizen invites residents of Nyeri County to attend the public participation forum regarding public policy consultations.
GOV_00797,Governance,EACC invites residents of Trans Nzoia County to engage through the county's online participation portal regarding the annual performance review.
GOV_00798,Governance,Notice: ODPP will hold a public participation forum on public policy consultations in Kirinyaga County.
GOV_00799,Governance,E-Citizen invites residents of Kajiado County to submit written memoranda before the deadline regarding the annual performance review.
GOV_00800,Governance,Council of Governors reminds the public in Uasin Gishu County that input on development planning forums is welcome this November.
GOV_00801,Governance,Notice: OGP will hold a public participation forum on the annual performance review in Embu County.
GOV_00802,Governance,IEBC invites residents of Wajir County to attend the public participation forum regarding the county budget process.
GOV_00803,Governance,OGP reminds the public in Wajir County that input on the county budget process is welcome this May.
GOV_00804,Governance,Notice: EACC will hold a public participation forum on the county budget process in Tana River County.
GOV_00805,Governance,IEBC reminds the public in Taita-Taveta County that input on public policy consultations is welcome this November.
GOV_00806,Governance,Notice: Huduma Kenya will hold a public participation forum on the county budget process in Makueni County.
GOV_00807,Governance,Notice: Commission on Administrative Justice (Ombudsman) will hold a public participation forum on public policy consultations in Laikipia County.
GOV_00808,Governance,Office of the Registrar of Political Parties invites residents of Nyandarua County to engage through the county's online participation portal regarding development planning forums.
GOV_00809,Governance,ODPP invites residents of Lamu County to submit written memoranda before the deadline regarding the annual performance review.
GOV_00810,Governance,Judiciary of Kenya reminds the public in Laikipia County that input on the county budget process is welcome this December.
GOV_00811,Governance,OGP invites residents of Nakuru County to submit written memoranda before the deadline regarding development planning forums.
GOV_00812,Governance,Notice: Huduma Kenya will hold a public participation forum on development planning forums in Nyandarua County.
GOV_00813,Governance,OGP urges residents of Nyeri County to submit written memoranda before the deadline to shape the annual performance review.
GOV_00814,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Kirinyaga County that input on public policy consultations is welcome this November.
GOV_00815,Governance,ODPP invites residents of Samburu County to engage through the county's online participation portal regarding the county budget process.
GOV_00816,Governance,Notice: KRA will hold a public participation forum on public policy consultations in Homa Bay County.
GOV_00817,Governance,E-Citizen urges residents of Bungoma County to attend the public participation forum to shape development planning forums.
GOV_00818,Governance,SHA urges residents of Kisii County to attend the public participation forum to shape public policy consultations.
GOV_00819,Governance,SHA reminds the public in Machakos County that input on the county budget process is welcome this December.
GOV_00820,Governance,IEBC urges residents of Narok County to attend the public participation forum to shape development planning forums.
GOV_00821,Governance,Notice: SHA will hold a public participation forum on the annual performance review in Nairobi County.
GOV_00822,Governance,Office of the Registrar of Political Parties reminds the public in Nandi County that input on the county budget process is welcome this June.
GOV_00823,Governance,Office of the Registrar of Political Parties reminds the public in Kisumu County that input on development planning forums is welcome this January.
GOV_00824,Governance,Notice: e-Citizen will hold a public participation forum on the county budget process in Kisii County.
GOV_00825,Governance,Kenya Gazette reminds the public in Kirinyaga County that input on the county budget process is welcome this May.
GOV_00826,Governance,Huduma Kenya reminds the public in Kajiado County that input on public policy consultations is welcome this April.
GOV_00827,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Samburu County that input on the annual performance review is welcome this September.
GOV_00828,Governance,Notice: EACC will hold a public participation forum on the annual performance review in Migori County.
GOV_00829,Governance,Office of the Registrar of Political Parties urges residents of Tana River County to submit written memoranda before the deadline to shape the annual performance review.
GOV_00830,Governance,Notice: EACC will hold a public participation forum on public policy consultations in Turkana County.
GOV_00831,Governance,E-Citizen reminds the public in Siaya County that input on public policy consultations is welcome this January.
GOV_00832,Governance,Kenya Gazette invites residents of Mandera County to attend the public participation forum regarding development planning forums.
GOV_00833,Governance,IEBC invites residents of Migori County to engage through the county's online participation portal regarding development planning forums.
GOV_00834,Governance,Kenya Gazette urges residents of Mombasa County to engage through the county's online participation portal to shape public policy consultations.
GOV_00835,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Nyandarua County that input on the annual performance review is welcome this July.
GOV_00836,Governance,Notice: Office of the Auditor-General will hold a public participation forum on development planning forums in Mombasa County.
GOV_00837,Governance,ODPP reminds the public in Isiolo County that input on development planning forums is welcome this February.
GOV_00838,Governance,E-Citizen invites residents of Busia County to submit written memoranda before the deadline regarding development planning forums.
GOV_00839,Governance,SHA reminds the public in Meru County that input on development planning forums is welcome this December.
GOV_00840,Governance,ODPP reminds the public in Nakuru County that input on development planning forums is welcome this March.
GOV_00841,Governance,Notice: Judiciary of Kenya will hold a public participation forum on the county budget process in Mandera County.
GOV_00842,Governance,KRA urges residents of Tana River County to engage through the county's online participation portal to shape development planning forums.
GOV_00843,Governance,Judiciary of Kenya invites residents of Kericho County to engage through the county's online participation portal regarding the annual performance review.
GOV_00844,Governance,Commission on Administrative Justice (Ombudsman) reminds the public in Isiolo County that input on development planning forums is welcome this April.
GOV_00845,Governance,ODPP reminds the public in Narok County that input on the annual performance review is welcome this December.
GOV_00846,Governance,SHA urges residents of Trans Nzoia County to attend the public participation forum to shape public policy consultations.
GOV_00847,Governance,Kenya Gazette invites residents of Nyamira County to attend the public participation forum regarding public policy consultations.
GOV_00848,Governance,EACC reminds the public in Machakos County that input on development planning forums is welcome this November.
GOV_00849,Governance,SHA urges residents of Kisii County to attend the public participation forum to shape development planning forums.
GOV_00850,Governance,Notice: Council of Governors will hold a public participation forum on the annual performance review in Homa Bay County.
GOV_00851,Governance,Notice: Huduma Kenya will hold a public participation forum on public policy consultations in Mandera County.
GOV_00852,Governance,OGP invites residents of Tana River County to submit written memoranda before the deadline regarding public policy consultations.
GOV_00853,Governance,Notice: ODPP will hold a public participation forum on the annual performance review in Meru County.
GOV_00854,Governance,Office of the Auditor-General urges residents of Kilifi County to submit written memoranda before the deadline to shape public policy consultations.
GOV_00855,Governance,Notice: Commission on Administrative Justice (Ombudsman) will hold a public participation forum on development planning forums in Tana River County.
GOV_00856,Governance,KRA urges residents of Nyandarua County to engage through the county's online participation portal to shape development planning forums.
GOV_00857,Governance,SHA invites residents of Tana River County to engage through the county's online participation portal regarding the county budget process.
GOV_00858,Governance,IEBC reminds the public in Siaya County that input on public policy consultations is welcome this August.
GOV_00859,Governance,E-Citizen reminds the public in Homa Bay County that input on public policy consultations is welcome this July.
GOV_00860,Governance,Notice: Kenya Gazette will hold a public participation forum on public policy consultations in Turkana County.
GOV_00861,Governance,EACC urges residents of Nairobi County to submit written memoranda before the deadline to shape the annual performance review.
GOV_00862,Governance,Office of the Auditor-General reminds the public in Kitui County that input on development planning forums is welcome this June.
GOV_00863,Governance,Huduma Kenya reminds the public in Vihiga County that input on development planning forums is welcome this January.
GOV_00864,Governance,Kenya Gazette reminds the public in Nairobi County that input on the annual performance review is welcome this December.
GOV_00865,Governance,Council of Governors invites residents of Elgeyo-Marakwet County to engage through the county's online participation portal regarding the annual performance review.
GOV_00866,Governance,E-Citizen urges residents of Garissa County to submit written memoranda before the deadline to shape development planning forums.
GOV_00867,Governance,ODPP invites residents of Migori County to engage through the county's online participation portal regarding public policy consultations.
GOV_00868,Governance,ODPP urges residents of Nyandarua County to engage through the county's online participation portal to shape the county budget process.
GOV_00869,Governance,Notice: ODPP will hold a public participation forum on development planning forums in Isiolo County.
GOV_00870,Governance,Council of Governors urges residents of Elgeyo-Marakwet County to engage through the county's online participation portal to shape public policy consultations.
GOV_00871,Governance,Huduma Kenya reminds the public in Marsabit County that input on the county budget process is welcome this January.
GOV_00872,Governance,KRA urges residents of Nairobi County to attend the public participation forum to shape the county budget process.
GOV_00873,Governance,Huduma Kenya invites residents of Murang'a County to submit written memoranda before the deadline regarding the annual performance review.
