PSA_ID,Domain,English,English_sw
HEA_02178,Health,SHA (Social Health Authority) reminds the public that free substance abuse recovery support is available through county health facilities in Meru County.,SHA (Shirika la Afya ya Jamii) hukumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya dawa za kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Meru.
HEA_02179,Health,Notice: Ministry of Health - Reproductive Health Unit will hold a youth mental wellness forum in Makueni County this August. All are welcome.,Taarifa: Wizara ya Afya - Idara ya Afya ya uzazi itafanya mkutano wa afya ya akili ya vijana katika Kaunti ya Makueni Agosti hii. Wote wanakaribishwa.
HEA_02180,Health,SHA (Social Health Authority) urges anyone struggling with their mental health in Kakamega County to reach out to a trained counsellor.,Shirika la Afya ya Jamii (SHA) linahimiza mtu yeyote anayepambana na afya yake ya akili katika Kaunti ya Kakamega aende kwa mshauri aliyezoezwa.
HEA_02181,Health,Notice: Kenya Red Cross will hold a trauma counselling forum in Trans Nzoia County this July. All are welcome.,Taarifa: Msalaba Mwekundu wa Kenya utafanya mkutano wa ushauri wa majeraha katika Kaunti ya Trans Nzoia mwezi huu Julai.
HEA_02182,Health,Ministry of Health - Reproductive Health Unit urges anyone struggling with their mental health in West Pokot County to attend a free community counselling session.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinahimiza kila mtu anayepambana na afya yake ya akili katika Kaunti ya West Pokot kuhudhuria kikao cha ushauri wa bure wa jamii.
HEA_02183,Health,Notice: SHA (Social Health Authority) will hold a trauma counselling forum in Migori County this July. All are welcome.,Taarifa: Shirika la Afya ya Jamii (SHA) litafanya mkutano wa ushauri wa majeraha katika Kaunti ya Migori mwezi huu Julai.
HEA_02184,Health,Kenya Red Cross encourages residents of Migori County not to suffer in silence and to reach out to a trained counsellor.,Msalaba Mwekundu wa Kenya unawatia moyo wakazi wa Wilaya ya Migori wasiteseke kwa utulivu na waende kwa mshauri aliyezoezwa.
HEA_02185,Health,CDC urges anyone struggling with their mental health in Mombasa County to reach out to a trained counsellor.,CDC inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Mombasa aende kwa mshauri aliyezoezwa.
HEA_02186,Health,Notice: Kenya Medical Association will hold a substance abuse recovery forum in Isiolo County this October. All are welcome.,Taarifa: Chama cha Matibabu cha Kenya kitafanya mkutano wa uponyaji madawa ya kulevya katika Kaunti ya Isiolo mwezi huu Oktoba.
HEA_02187,Health,KEMRI reminds the public that free youth mental wellness support is available through county health facilities in Samburu County.,KEMRI inawakumbusha umma kwamba msaada wa bure wa afya ya akili ya vijana unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Samburu.
HEA_02188,Health,Division of Disease Surveillance and Response reminds the public that free youth mental wellness support is available through county health facilities in Baringo County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inakumbusha umma kwamba msaada wa bure wa afya ya akili ya vijana unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Baringo.
HEA_02189,Health,SHA (Social Health Authority) encourages residents of Taita-Taveta County not to suffer in silence and to reach out to a trained counsellor.,Shirika la Afya ya Jamii (SHA) linawatia moyo wakazi wa Wilaya ya Taita-Taveta wasiteseke kwa utulivu na waende kwa mshauri aliyezoezwa.
HEA_02190,Health,Kenya Medical Association encourages residents of Tharaka-Nithi County not to suffer in silence and to attend a free community counselling session.,Chama cha Matibabu cha Kenya kinawatia moyo wakazi wa Kaunti ya Tharaka-Nithi wasiteseke kwa utulivu na kuhudhuria kikao cha ushauri wa jamii bila malipo.
HEA_02191,Health,Division of Disease Surveillance and Response reminds the public that free substance abuse recovery support is available through county health facilities in Kiambu County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inakumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya madawa ya kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Kiambu.
HEA_02192,Health,Ministry of Health - Reproductive Health Unit urges anyone struggling with their mental health in Wajir County to encourage a friend in distress to seek help.,Wizara ya Afya - Kitengo cha Afya ya uzazi kinahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Wajir amtie moyo rafiki aliye katika shida kutafuta msaada.
HEA_02193,Health,CDC reminds the public that free suicide prevention support is available through county health facilities in Marsabit County.,CDC inawakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Marsabit.
HEA_02194,Health,Division of Disease Surveillance and Response urges anyone struggling with their mental health in Kakamega County to encourage a friend in distress to seek help.,Idara ya Ufuatiliaji na Jibu la Magonjwa inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Kakamega kumtia moyo rafiki aliye katika shida kutafuta msaada.
HEA_02195,Health,Division of Disease Surveillance and Response reminds the public that free suicide prevention support is available through county health facilities in Elgeyo-Marakwet County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Elgeyo-Marakwet.
HEA_02196,Health,Notice: Kenya Red Cross will hold a stress management forum in Siaya County this March. All are welcome.,Taarifa: Msalaba Mwekundu wa Kenya utafanya mkutano wa usimamizi wa mafadhaiko katika Kaunti ya Siaya Machi hii. Wote wanakaribishwa.
HEA_02197,Health,SHA (Social Health Authority) urges anyone struggling with their mental health in Nyandarua County to reach out to a trained counsellor.,Shirika la Afya ya Jamii (SHA) linahimiza mtu yeyote anayepambana na afya yake ya akili katika Kaunti ya Nyandarua aende kwa mshauri aliyezoezwa.
HEA_02198,Health,Notice: Ministry of Health - Reproductive Health Unit will hold a suicide prevention forum in Uasin Gishu County this September. All are welcome.,Taarifa: Wizara ya Afya - Idara ya Afya ya Uzazi itafanya mkutano wa kuzuia kujiua katika Kaunti ya Uasin Gishu Septemba hii.
HEA_02199,Health,Notice: KEMSA will hold a substance abuse recovery forum in Tana River County this February. All are welcome.,Taarifa: KEMSA itafanya mkutano wa uponyaji madawa ya kulevya katika Wilaya ya Tana River Februari hii. Wote wanakaribishwa.
HEA_02200,Health,Notice: Kenya Red Cross will hold a depression awareness forum in Isiolo County this April. All are welcome.,Kumbuka: Msalaba Mwekundu wa Kenya utafanya mkutano wa ufahamu wa unyogovu katika Kaunti ya Isiolo Aprili hii. Wote wanakaribishwa.
HEA_02201,Health,Ministry of Health - Reproductive Health Unit encourages residents of Laikipia County not to suffer in silence and to call the toll-free mental health helpline.,Wizara ya Afya - Kitengo cha Afya ya Kuzaliana kinawahimiza wakazi wa Kaunti ya Laikipia wasiteseke kwa utulivu na kupiga simu kwenye huduma ya bure ya afya ya akili.
HEA_02202,Health,CDC reminds the public that free stress management support is available through county health facilities in Bungoma County.,CDC inawakumbusha umma kwamba msaada wa bure wa usimamizi wa mafadhaiko unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Bungoma.
HEA_02203,Health,Division of Disease Surveillance and Response urges anyone struggling with their mental health in Homa Bay County to attend a free community counselling session.,Idara ya Ufuatiliaji na Jibu la Magonjwa inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Homa Bay kuhudhuria kikao cha ushauri wa bure wa jamii.
HEA_02204,Health,KEMSA reminds the public that free substance abuse recovery support is available through county health facilities in Baringo County.,KEMSA inawakumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya dawa za kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Baringo.
HEA_02205,Health,Notice: SHA (Social Health Authority) will hold a depression awareness forum in Migori County this July. All are welcome.,Taarifa: Shirika la Afya ya Jamii (SHA) litafanya mkutano wa ufahamu wa unyogovu katika Kaunti ya Migori mwezi huu Julai. Wote wanakaribishwa.
HEA_02206,Health,Ministry of Health - Reproductive Health Unit reminds the public that free substance abuse recovery support is available through county health facilities in Mandera County.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya dawa za kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Mandera.
HEA_02207,Health,Ministry of Health reminds the public that free suicide prevention support is available through county health facilities in Embu County.,Wizara ya Afya inawakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Embu.
HEA_02208,Health,CDC encourages residents of Isiolo County not to suffer in silence and to encourage a friend in distress to seek help.,CDC inawatia moyo wakazi wa Wilaya ya Isiolo wasiteseke kwa utulivu na kumtia moyo rafiki aliye katika dhiki aombe msaada.
HEA_02209,Health,Division of Disease Surveillance and Response urges anyone struggling with their mental health in Embu County to reach out to a trained counsellor.,Idara ya Ufuatiliaji na Jibu la Magonjwa inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Embu kuwasiliana na mshauri aliyezoezwa.
HEA_02210,Health,Notice: Division of Disease Surveillance and Response will hold a depression awareness forum in Kwale County this May. All are welcome.,Taarifa: Idara ya Ufuatiliaji na Jibu la Magonjwa itafanya mkutano wa ufahamu wa unyogovu katika Kaunti ya Kwale Mei hii. Wote wanakaribishwa.
HEA_02211,Health,Ministry of Health - Reproductive Health Unit reminds the public that free substance abuse recovery support is available through county health facilities in Kisumu County.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya dawa za kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Kisumu.
HEA_02212,Health,Division of Disease Surveillance and Response encourages residents of Turkana County not to suffer in silence and to encourage a friend in distress to seek help.,Idara ya Ufuatiliaji na Jibu la Magonjwa inawatia moyo wakazi wa Kaunti ya Turkana wasiteseke kwa utulivu na kumtia moyo rafiki aliye katika dhiki atafute msaada.
HEA_02213,Health,Notice: SHA (Social Health Authority) will hold a substance abuse recovery forum in Meru County this August. All are welcome.,Taarifa: Shirika la Afya ya Jamii (SHA) litafanya mkutano wa kurejesha matumizi mabaya ya dawa za kulevya katika Kaunti ya Meru Agosti hii.
HEA_02214,Health,Notice: KEMSA will hold a suicide prevention forum in Bomet County this October. All are welcome.,KEMSA itafanya mkutano wa kuzuia kujiua katika wilaya ya Bomet mwezi huu Oktoba.
HEA_02215,Health,Kenya Medical Association encourages residents of Nyeri County not to suffer in silence and to encourage a friend in distress to seek help.,Shirika la Matibabu la Kenya linawatia moyo wakazi wa Kaunti ya Nyeri wasiteseke kwa utulivu na kumtia moyo rafiki aliye katika dhiki amwombe msaada.
HEA_02216,Health,Notice: SHA (Social Health Authority) will hold a stress management forum in Taita-Taveta County this February. All are welcome.,Taarifa: Shirika la Afya ya Jamii (SHA) litafanya mkutano wa usimamizi wa mafadhaiko katika Wilaya ya Taita-Taveta Februari hii. Wote wanakaribishwa.
HEA_02217,Health,Kenya Medical Association reminds the public that free youth mental wellness support is available through county health facilities in Garissa County.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba msaada wa bure wa afya ya akili ya vijana unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Garissa.
HEA_02218,Health,Ministry of Health - Reproductive Health Unit reminds the public that free stress management support is available through county health facilities in Narok County.,Wizara ya Afya - Kitengo cha Afya ya uzazi kinakumbusha umma kwamba msaada wa bure wa usimamizi wa mafadhaiko unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Narok.
HEA_02219,Health,Notice: Kenya Medical Association will hold a substance abuse recovery forum in Embu County this April. All are welcome.,Taarifa: Chama cha Matibabu cha Kenya kitafanya mkutano wa kupona matumizi mabaya ya dawa za kulevya katika Kaunti ya Embu Aprili hii. Wote wanakaribishwa.
HEA_02220,Health,SHA (Social Health Authority) encourages residents of Tharaka-Nithi County not to suffer in silence and to reach out to a trained counsellor.,SHA (Huduma ya Afya ya Jamii) inawatia moyo wakazi wa Kaunti ya Tharaka-Nithi wasiteseke kwa utulivu na waende kwa mshauri aliyezoezwa.
HEA_02221,Health,Notice: Ministry of Health - Reproductive Health Unit will hold a youth mental wellness forum in Uasin Gishu County this November. All are welcome.,Taarifa: Wizara ya Afya - Idara ya Afya ya Uzazi itafanya mkutano wa afya ya akili ya vijana katika Kaunti ya Uasin Gishu mwezi Novemba huu.
HEA_02222,Health,Ministry of Health encourages residents of West Pokot County not to suffer in silence and to attend a free community counselling session.,Wizara ya Afya inawatia moyo wakazi wa Kaunti ya West Pokot wasiteseke kwa utulivu na kuhudhuria kikao cha ushauri wa jamii bila malipo.
HEA_02223,Health,Notice: Kenya Red Cross will hold a youth mental wellness forum in Kirinyaga County this July. All are welcome.,Kumbuka: Msalaba Mwekundu wa Kenya utafanya mkutano wa afya ya akili ya vijana katika Kaunti ya Kirinyaga mwezi huu Julai.
HEA_02224,Health,KEMSA reminds the public that free youth mental wellness support is available through county health facilities in West Pokot County.,KEMSA inawakumbusha umma kwamba msaada wa bure wa afya ya akili ya vijana unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya West Pokot.
HEA_02225,Health,Notice: Division of Disease Surveillance and Response will hold a substance abuse recovery forum in Isiolo County this October. All are welcome.,Taarifa: Idara ya Ufuatiliaji na Majibu ya Magonjwa itafanya mkutano wa kupona matumizi mabaya ya dawa za kulevya katika Kaunti ya Isiolo mwezi huu Oktoba.
HEA_02226,Health,CDC urges anyone struggling with their mental health in Trans Nzoia County to encourage a friend in distress to seek help.,CDC inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Trans Nzoia amtie moyo rafiki aliye katika shida kutafuta msaada.
HEA_02227,Health,Kenya Medical Association reminds the public that free substance abuse recovery support is available through county health facilities in Mandera County.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya dawa za kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Mandera.
HEA_02228,Health,Kenya Medical Association urges anyone struggling with their mental health in Murang'a County to call the toll-free mental health helpline.,Chama cha Matibabu cha Kenya kinamsihi mtu yeyote anayepambana na afya yake ya akili katika Kaunti ya Murang'a apeleke simu kwenye simu ya bure ya afya ya akili.
HEA_02229,Health,KEMRI encourages residents of Garissa County not to suffer in silence and to call the toll-free mental health helpline.,KEMRI inawatia moyo wakazi wa Kaunti ya Garissa wasiteseke kwa utulivu na waite simu ya bure ya afya ya akili.
HEA_02230,Health,Kenya Medical Association reminds the public that free trauma counselling support is available through county health facilities in Siaya County.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba msaada wa bure wa ushauri wa majeraha unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Siaya.
HEA_02231,Health,Kenya Medical Association reminds the public that free trauma counselling support is available through county health facilities in Mombasa County.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba msaada wa bure wa ushauri wa majeraha unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Mombasa.
HEA_02232,Health,Ministry of Health urges anyone struggling with their mental health in Busia County to reach out to a trained counsellor.,Wizara ya Afya inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Busia kuwasiliana na mshauri aliyezoezwa.
HEA_02233,Health,Ministry of Health encourages residents of Nairobi County not to suffer in silence and to encourage a friend in distress to seek help.,Wizara ya Afya inawatia moyo wakazi wa Kaunti ya Nairobi wasiteseke kwa utulivu na kumtia moyo rafiki aliye katika dhiki kutafuta msaada.
HEA_02234,Health,Notice: KEMSA will hold a suicide prevention forum in Machakos County this November. All are welcome.,Taarifa: KEMSA itafanya mkutano wa kuzuia kujiua katika Kaunti ya Machakos Novemba hii.
HEA_02235,Health,Notice: KEMRI will hold a youth mental wellness forum in Kericho County this April. All are welcome.,KEMRI itafanya mkutano wa afya ya akili ya vijana katika Kaunti ya Kericho Aprili hii.
HEA_02236,Health,Kenya Red Cross encourages residents of Homa Bay County not to suffer in silence and to attend a free community counselling session.,Msalaba Mwekundu wa Kenya unawatia moyo wakazi wa Wilaya ya Homa Bay wasiteseke kwa utulivu na kuhudhuria kikao cha ushauri wa jamii bila malipo.
HEA_02237,Health,KEMSA reminds the public that free youth mental wellness support is available through county health facilities in Siaya County.,KEMSA inawakumbusha umma kwamba msaada wa bure wa afya ya akili ya vijana unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Siaya.
HEA_02238,Health,SHA (Social Health Authority) reminds the public that free stress management support is available through county health facilities in Baringo County.,SHA (Shirika la Afya ya Jamii) hukumbusha umma kwamba msaada wa bure wa usimamizi wa mafadhaiko unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Baringo.
HEA_02239,Health,KEMSA reminds the public that free suicide prevention support is available through county health facilities in Nyeri County.,KEMSA inawakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Nyeri.
HEA_02240,Health,SHA (Social Health Authority) reminds the public that free suicide prevention support is available through county health facilities in Nakuru County.,Shirika la Afya ya Jamii (SHA) linakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Nakuru.
HEA_02241,Health,SHA (Social Health Authority) encourages residents of Nakuru County not to suffer in silence and to encourage a friend in distress to seek help.,Shirika la Afya ya Jamii (SHA) linawatia moyo wakazi wa Kaunti ya Nakuru wasiteseke kwa utulivu na kumtia moyo rafiki aliye katika taabu amwombe msaada.
HEA_02242,Health,Ministry of Health - Reproductive Health Unit reminds the public that free suicide prevention support is available through county health facilities in Siaya County.,Wizara ya Afya - Kitengo cha Afya ya uzazi kinakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Siaya.
HEA_02243,Health,Kenya Medical Association encourages residents of Murang'a County not to suffer in silence and to encourage a friend in distress to seek help.,Shirika la Matibabu la Kenya linawatia moyo wakazi wa Kaunti ya Murang'a wasiteseke kwa utulivu na kumtia moyo rafiki aliye katika dhiki amwombe msaada.
HEA_02244,Health,KEMSA urges anyone struggling with their mental health in Kirinyaga County to call the toll-free mental health helpline.,KEMSA inamhimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Kirinyaga apeleke simu ya bure ya afya ya akili.
HEA_02245,Health,SHA (Social Health Authority) reminds the public that free substance abuse recovery support is available through county health facilities in Kiambu County.,SHA (Shirika la Afya ya Jamii) hukumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya dawa za kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Kiambu.
HEA_02246,Health,KEMSA reminds the public that free depression awareness support is available through county health facilities in Kajiado County.,KEMSA inawakumbusha umma kwamba msaada wa bure wa ufahamu wa unyogovu unapatikana kupitia vituo vya afya vya kaunti katika Kajiado County.
HEA_02247,Health,KEMRI reminds the public that free trauma counselling support is available through county health facilities in Bungoma County.,KEMRI inawakumbusha umma kwamba msaada wa bure wa ushauri wa majeraha unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Bungoma.
HEA_02248,Health,CDC reminds the public that free suicide prevention support is available through county health facilities in Narok County.,CDC inawakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Narok.
HEA_02249,Health,Notice: SHA (Social Health Authority) will hold a depression awareness forum in Embu County this January. All are welcome.,Taarifa: Shirika la Afya ya Jamii (SHA) litafanya mkutano wa ufahamu wa unyogovu katika Kaunti ya Embu Januari hii. Wote wanakaribishwa.
HEA_02250,Health,Notice: Kenya Red Cross will hold a stress management forum in Laikipia County this April. All are welcome.,Taarifa: Msalaba Mwekundu wa Kenya utafanya mkutano wa usimamizi wa mafadhaiko katika Kaunti ya Laikipia Aprili hii. Wote wanakaribishwa.
HEA_02251,Health,Notice: CDC will hold a substance abuse recovery forum in Kisumu County this May. All are welcome.,Kumbuka: CDC itafanya mkutano wa kupona matumizi mabaya ya dawa za kulevya katika Kaunti ya Kisumu Mei hii. Wote wanakaribishwa.
HEA_02252,Health,Kenya Medical Association encourages residents of Narok County not to suffer in silence and to call the toll-free mental health helpline.,Chama cha Matibabu cha Kenya kinawatia moyo wakazi wa Kaunti ya Narok wasiteseke kwa utulivu na waite simu ya bure ya afya ya akili.
HEA_02253,Health,Notice: KEMSA will hold a youth mental wellness forum in Tharaka-Nithi County this November. All are welcome.,Taarifa: KEMSA itafanya mkutano wa ustawi wa akili wa vijana katika Kaunti ya Tharaka-Nithi mwezi Novemba huu.
HEA_02254,Health,Notice: Kenya Medical Association will hold a trauma counselling forum in Garissa County this October. All are welcome.,Taarifa: Chama cha Matibabu cha Kenya kitafanya mkutano wa ushauri wa majeraha katika Kaunti ya Garissa mwezi huu Oktoba. Wote wanakaribishwa.
HEA_02255,Health,Notice: KEMSA will hold a substance abuse recovery forum in Embu County this December. All are welcome.,Taarifa: KEMSA itafanya mkutano wa uponyaji madawa ya kulevya katika Kaunti ya Embu Desemba hii. Wote wanakaribishwa.
HEA_02256,Health,Ministry of Health - Reproductive Health Unit encourages residents of Elgeyo-Marakwet County not to suffer in silence and to attend a free community counselling session.,Wizara ya Afya - Kitengo cha Afya ya uzazi kinawatia moyo wakazi wa Kaunti ya Elgeyo-Marakwet wasiteseke kwa utulivu na kuhudhuria kikao cha ushauri wa jamii bila malipo.
HEA_02257,Health,Notice: SHA (Social Health Authority) will hold a substance abuse recovery forum in Bungoma County this July. All are welcome.,Taarifa: Shirika la Afya ya Jamii (SHA) litafanya mkutano wa kurejesha matumizi mabaya ya dawa za kulevya katika Kaunti ya Bungoma mwezi huu Julai.
HEA_02258,Health,Division of Disease Surveillance and Response urges anyone struggling with their mental health in West Pokot County to reach out to a trained counsellor.,Idara ya Ufuatiliaji na Jibu la Magonjwa inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya West Pokot kuwasiliana na mshauri aliyezoezwa.
HEA_02259,Health,KEMSA encourages residents of Kilifi County not to suffer in silence and to attend a free community counselling session.,KEMSA inawatia moyo wakazi wa Wilaya ya Kilifi wasiteseke kwa utulivu na kuhudhuria kikao cha ushauri wa jamii bila malipo.
HEA_02260,Health,Kenya Red Cross encourages residents of Bungoma County not to suffer in silence and to attend a free community counselling session.,Msalaba Mwekundu wa Kenya unawatia moyo wakazi wa Kaunti ya Bungoma wasiteseke kwa utulivu na kuhudhuria kikao cha ushauri wa jamii bila malipo.
HEA_02261,Health,Ministry of Health encourages residents of Wajir County not to suffer in silence and to attend a free community counselling session.,Wizara ya Afya inawatia moyo wakazi wa Kaunti ya Wajir wasiteseke kwa utulivu na kuhudhuria kikao cha ushauri wa jamii bila malipo.
HEA_02262,Health,KEMSA encourages residents of Turkana County not to suffer in silence and to reach out to a trained counsellor.,KEMSA inawatia moyo wakazi wa Wilaya ya Turkana wasiteseke kwa utulivu na waende kwa mshauri aliyezoezwa.
HEA_02263,Health,Division of Disease Surveillance and Response urges anyone struggling with their mental health in West Pokot County to attend a free community counselling session.,Idara ya Ufuatiliaji na Jibu la Magonjwa inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya West Pokot kuhudhuria kikao cha ushauri wa bure wa jamii.
HEA_02264,Health,Ministry of Health reminds the public that free stress management support is available through county health facilities in Murang'a County.,Wizara ya Afya inawakumbusha umma kwamba msaada wa bure wa usimamizi wa mafadhaiko unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Murang'a.
HEA_02265,Health,Notice: KEMRI will hold a depression awareness forum in Baringo County this October. All are welcome.,Taarifa: KEMRI itafanya mkutano wa ufahamu wa unyogovu katika Kaunti ya Baringo mwezi huu Oktoba. Wote wanakaribishwa.
HEA_02266,Health,CDC urges anyone struggling with their mental health in Lamu County to attend a free community counselling session.,CDC inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Lamu kuhudhuria kikao cha ushauri wa bure wa jamii.
HEA_02267,Health,CDC urges anyone struggling with their mental health in Embu County to attend a free community counselling session.,CDC inahimiza mtu yeyote anayepambana na afya yao ya akili katika Kaunti ya Embu kuhudhuria kikao cha ushauri wa bure wa jamii.
HEA_02268,Health,Kenya Medical Association reminds the public that free depression awareness support is available through county health facilities in Migori County.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba msaada wa bure wa ufahamu wa unyogovu unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Migori.
HEA_02269,Health,Notice: KEMRI will hold a substance abuse recovery forum in Tharaka-Nithi County this January. All are welcome.,Taarifa: KEMRI itafanya mkutano wa uponyaji madawa ya kulevya katika Kaunti ya Tharaka-Nithi Januari hii.
HEA_02270,Health,Ministry of Health encourages residents of Nyandarua County not to suffer in silence and to reach out to a trained counsellor.,Wizara ya Afya inawatia moyo wakazi wa Kaunti ya Nyandarua wasiteseke kwa utulivu na waende kwa mshauri aliyezoezwa.
HEA_02271,Health,Ministry of Health - Reproductive Health Unit reminds the public that free depression awareness support is available through county health facilities in Isiolo County.,Wizara ya Afya - Kitengo cha Afya ya Uzazi kinakumbusha umma kwamba msaada wa bure wa ufahamu wa unyogovu unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Isiolo.
HEA_02272,Health,KEMRI encourages residents of Kakamega County not to suffer in silence and to attend a free community counselling session.,KEMRI inawatia moyo wakazi wa Kaunti ya Kakamega wasiteseke kwa utulivu na kuhudhuria kikao cha bure cha ushauri wa jamii.
HEA_02273,Health,Ministry of Health reminds the public that free suicide prevention support is available through county health facilities in Baringo County.,Wizara ya Afya inawakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Baringo.
HEA_02274,Health,Ministry of Health encourages residents of Kericho County not to suffer in silence and to reach out to a trained counsellor.,Wizara ya Afya inawatia moyo wakazi wa Kaunti ya Kericho wasiteseke kwa utulivu na waende kwa mshauri aliyezoezwa.
HEA_02275,Health,Notice: Ministry of Health will hold a stress management forum in Lamu County this August. All are welcome.,Taarifa: Wizara ya Afya itafanya mkutano wa usimamizi wa mafadhaiko katika Kaunti ya Lamu Agosti hii.
HEA_02276,Health,Kenya Red Cross encourages residents of Nyandarua County not to suffer in silence and to attend a free community counselling session.,Msalaba Mwekundu wa Kenya unawatia moyo wakazi wa Kaunti ya Nyandarua wasiteseke kwa utulivu na kuhudhuria kikao cha ushauri wa jamii bila malipo.
HEA_02277,Health,SHA (Social Health Authority) encourages residents of Bomet County not to suffer in silence and to encourage a friend in distress to seek help.,Shirika la Afya ya Jamii (SHA) linawatia moyo wakazi wa Kaunti ya Bomet wasiteseke kwa utulivu na kumtia moyo rafiki aliye katika taabu amwombe msaada.
HEA_02278,Health,Kenya Medical Association reminds the public that free substance abuse recovery support is available through county health facilities in Kirinyaga County.,Chama cha Matibabu cha Kenya kinakumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya dawa za kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Kirinyaga.
HEA_02279,Health,SHA (Social Health Authority) encourages residents of West Pokot County not to suffer in silence and to reach out to a trained counsellor.,Shirika la Afya ya Jamii (SHA) linawahimiza wakazi wa Wilaya ya West Pokot wasiteseke kwa utulivu na waende kwa mshauri aliyezoezwa.
HEA_02280,Health,KEMRI reminds the public that free suicide prevention support is available through county health facilities in Tana River County.,KEMRI inawakumbusha umma kwamba msaada wa bure wa kuzuia kujiua unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Tana River.
HEA_02281,Health,Division of Disease Surveillance and Response reminds the public that free substance abuse recovery support is available through county health facilities in Kisii County.,Idara ya Ufuatiliaji na Jibu la Magonjwa inawakumbusha umma kwamba msaada wa bure wa kupona matumizi mabaya ya madawa ya kulevya unapatikana kupitia vituo vya afya vya kaunti katika Kaunti ya Kisii.
HEA_02282,Health,KEMSA urges anyone struggling with their mental health in Taita-Taveta County to attend a free community counselling session.,KEMSA inamhimiza mtu yeyote anayepambana na afya yao ya akili katika Wilaya ya Taita-Taveta kuhudhuria kikao cha ushauri wa jamii bila malipo.
